class,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42,images
43,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,87.04,85.19,54
44,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,42.86,7
45,100.0,100.0,100.0,99.62,99.62,100.0,100.0,99.62,100.0,99.25,98.87,265
46,97.25,97.25,96.86,96.86,97.25,96.86,96.08,96.08,95.69,94.9,93.33,255
47,81.48,85.19,85.19,88.89,88.89,92.59,92.59,92.59,92.59,92.59,88.89,27
48,93.21,93.83,93.52,94.14,93.83,92.9,91.98,91.98,92.9,91.05,88.58,324
49,94.64,94.64,94.64,96.43,96.43,96.43,96.43,96.43,96.43,94.64,96.43,56
50,95.17,95.17,94.93,95.65,95.89,96.14,95.41,95.41,96.14,95.41,94.69,414
51,95.88,95.47,95.88,96.71,96.71,96.71,97.12,96.71,96.3,96.71,95.06,243
52,97.73,96.69,96.28,97.11,96.9,97.11,96.49,96.28,96.07,96.28,95.45,484
53,90.34,88.66,89.5,88.66,87.82,86.55,86.97,85.29,86.55,86.13,83.19,238
54,56.25,43.75,43.75,43.75,43.75,43.75,43.75,50.0,43.75,37.5,18.75,16
55,96.54,95.24,95.24,95.67,94.81,95.24,94.81,93.51,94.81,93.94,93.07,231
56,70.83,79.17,75.0,75.0,70.83,66.67,70.83,70.83,70.83,75.0,62.5,24
57,92.86,94.9,93.88,94.39,93.88,94.9,94.39,93.37,93.88,94.9,92.86,196
58,75.0,75.0,58.33,75.0,75.0,66.67,66.67,66.67,58.33,41.67,41.67,12
59,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.3,27
60,90.48,88.89,88.89,90.48,90.48,88.89,93.65,92.06,93.65,93.65,95.24,63
61,91.07,91.07,91.07,89.29,89.29,89.29,91.07,92.86,91.07,94.64,92.86,56
62,87.88,84.85,78.79,93.94,93.94,87.88,90.91,90.91,93.94,93.94,93.94,33
63,95.56,95.11,93.78,94.67,92.89,93.33,91.56,89.78,83.11,77.78,72.89,225
64,54.55,45.45,45.45,45.45,27.27,27.27,27.27,18.18,45.45,27.27,36.36,11
65,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.89,66.67,77.78,9
66,80.77,78.46,74.62,76.15,72.31,69.23,68.46,66.92,66.15,68.46,68.46,130
67,99.44,99.44,100.0,100.0,100.0,100.0,100.0,99.44,99.44,97.22,96.11,180
68,94.44,91.67,94.44,94.44,91.67,94.44,94.44,91.67,88.89,88.89,88.89,36
69,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,72.73,11
70,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.28,58
71,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,87.5,91.67,83.33,24
72,95.35,93.02,94.19,94.19,94.19,90.7,89.53,90.7,90.7,81.4,81.4,86
73,95.92,97.96,95.92,95.92,95.92,95.92,95.92,93.88,97.96,93.88,93.88,49
74,94.66,95.63,94.66,94.66,94.66,95.15,93.69,95.15,93.69,93.2,92.23,206
75,94.12,94.12,94.12,94.12,92.16,92.16,92.16,92.16,90.2,90.2,92.16,51
76,94.44,94.44,94.44,94.44,88.89,88.89,83.33,83.33,88.89,83.33,88.89,18
77,89.13,86.23,84.78,82.61,82.61,83.33,80.43,81.16,79.71,75.36,76.81,138
78,97.97,97.97,97.46,96.95,97.46,96.95,97.46,96.95,95.94,94.92,95.43,197
79,93.2,94.17,94.17,94.17,94.17,94.17,93.2,93.2,94.17,95.15,93.2,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3
81,88.89,88.89,88.89,88.89,88.89,88.89,88.89,91.67,88.89,91.67,91.67,36
82,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,42.86,42.86,14.29,7
83,97.44,97.44,97.44,96.15,94.87,94.87,94.87,94.87,96.15,94.87,93.59,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,55.56,55.56,55.56,55.56,55.56,55.56,44.44,44.44,44.44,44.44,44.44,9
86,94.38,96.07,96.07,96.07,96.07,95.51,94.94,91.57,89.89,84.27,78.09,178
87,89.87,88.61,86.08,86.71,83.54,81.01,81.01,77.85,78.48,74.05,73.42,158
88,78.57,71.43,78.57,78.57,78.57,78.57,75.0,82.14,78.57,78.57,78.57,28
89,25.0,37.5,37.5,37.5,37.5,37.5,37.5,25.0,25.0,37.5,25.0,8
90,97.57,97.25,97.57,98.06,97.9,97.73,97.9,97.73,97.25,95.47,93.85,618
91,91.53,91.53,91.53,91.53,91.53,91.53,91.53,91.53,93.22,93.22,93.22,59
92,41.67,58.33,50.0,50.0,50.0,50.0,41.67,33.33,25.0,33.33,41.67,12
93,82.76,75.86,72.41,72.41,65.52,56.9,41.38,36.21,39.66,37.93,36.21,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,14.29,28.57,28.57,14.29,28.57,28.57,14.29,0.0,0.0,0.0,0.0,7
97,82.54,84.13,82.54,80.95,84.13,84.13,80.95,79.37,80.95,79.37,77.78,63
98,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,3
99,78.95,84.21,84.21,84.21,84.21,84.21,84.21,84.21,84.21,78.95,78.95,19
100,50.0,16.67,16.67,16.67,16.67,16.67,0.0,0.0,0.0,0.0,33.33,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,20.0,5
102,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,25
