class,Original_model_42,rain1_model_42,rain2_model_42,rain3_model_42,rain4_model_42,rain5_model_42,rain6_model_42,rain7_model_42,rain8_model_42,rain9_model_42,rain10_model_42,images
35,100.0,100.0,100.0,100.0,97.14,100.0,97.14,94.29,100.0,91.43,97.14,35
36,100.0,100.0,98.7,100.0,98.7,99.35,98.7,100.0,98.7,98.05,98.7,154
37,94.96,95.68,94.96,95.68,95.68,95.68,94.96,96.4,95.68,94.96,95.68,139
38,77.78,88.89,77.78,66.67,88.89,77.78,77.78,66.67,77.78,77.78,100.0,9
39,87.88,87.88,90.91,87.88,84.85,87.88,84.85,84.85,87.88,81.82,87.88,33
40,91.49,91.49,93.62,91.49,95.74,95.74,91.49,91.49,91.49,89.36,91.49,47
41,93.81,94.85,94.85,92.78,94.85,94.85,95.88,92.78,95.88,93.81,94.85,97
42,93.59,93.59,93.59,94.87,93.59,93.59,92.31,91.03,94.87,93.59,91.03,78
43,100.0,98.15,100.0,96.3,94.44,96.3,98.15,94.44,92.59,90.74,94.44,54
44,85.71,71.43,85.71,85.71,85.71,71.43,85.71,85.71,85.71,85.71,100.0,7
45,98.49,98.11,98.49,98.49,98.49,98.11,98.49,99.25,98.11,97.74,98.87,265
46,98.43,98.04,98.43,98.04,97.65,96.86,97.65,97.25,96.47,96.86,95.69,255
47,85.19,85.19,88.89,85.19,88.89,85.19,85.19,81.48,85.19,85.19,85.19,27
48,93.83,93.52,93.83,93.52,93.83,93.21,92.59,92.59,92.9,91.67,92.28,324
49,87.5,85.71,83.93,85.71,85.71,83.93,89.29,87.5,85.71,87.5,85.71,56
50,96.38,94.93,96.14,94.69,94.44,93.96,93.48,93.48,93.48,90.1,91.55,414
51,98.35,98.35,97.94,98.35,96.71,96.71,93.42,93.83,94.65,94.65,90.95,243
52,98.35,98.55,97.31,97.73,97.11,95.66,96.28,95.25,94.63,92.98,93.6,484
53,92.86,92.44,89.92,89.08,89.5,87.39,84.87,87.39,87.39,86.97,82.77,238
54,68.75,68.75,75.0,68.75,62.5,62.5,62.5,56.25,62.5,56.25,62.5,16
55,98.27,98.27,96.54,97.4,97.4,94.81,94.81,90.91,91.77,90.91,88.31,231
56,79.17,75.0,66.67,70.83,66.67,75.0,62.5,75.0,66.67,58.33,62.5,24
57,97.45,96.43,96.43,95.92,96.43,94.9,93.37,94.9,92.35,93.88,92.35,196
58,83.33,83.33,83.33,83.33,91.67,83.33,91.67,83.33,91.67,91.67,75.0,12
59,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27
60,98.41,93.65,98.41,96.83,87.3,90.48,85.71,87.3,87.3,88.89,82.54,63
61,94.64,94.64,92.86,91.07,94.64,92.86,94.64,96.43,94.64,94.64,92.86,56
62,90.91,87.88,90.91,93.94,90.91,90.91,90.91,93.94,90.91,90.91,87.88,33
63,96.44,94.67,96.0,94.67,95.11,95.11,93.78,95.11,95.11,95.11,94.67,225
64,36.36,36.36,36.36,36.36,27.27,36.36,36.36,36.36,36.36,36.36,36.36,11
65,66.67,55.56,66.67,77.78,77.78,66.67,55.56,77.78,55.56,55.56,55.56,9
66,87.69,86.92,87.69,87.69,87.69,85.38,83.08,84.62,81.54,83.85,84.62,130
67,99.44,99.44,98.89,99.44,99.44,98.89,98.33,98.89,96.67,97.22,97.22,180
68,94.44,97.22,94.44,88.89,88.89,88.89,94.44,91.67,88.89,88.89,88.89,36
69,72.73,72.73,81.82,72.73,81.82,81.82,72.73,81.82,81.82,72.73,72.73,11
70,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,58
71,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,95.83,24
72,96.51,97.67,97.67,97.67,97.67,97.67,97.67,97.67,97.67,97.67,96.51,86
73,95.92,95.92,95.92,95.92,93.88,93.88,95.92,93.88,95.92,95.92,95.92,49
74,97.09,96.6,95.63,96.6,96.12,96.6,95.63,95.15,95.15,96.12,95.15,206
75,88.24,88.24,88.24,90.2,88.24,88.24,90.2,86.27,90.2,90.2,88.24,51
76,88.89,88.89,88.89,83.33,94.44,83.33,94.44,94.44,88.89,88.89,88.89,18
77,89.86,89.13,88.41,89.13,89.13,87.68,87.68,87.68,87.68,87.68,84.78,138
78,97.97,97.97,97.97,97.97,97.97,97.97,97.97,97.97,97.46,97.97,97.46,197
79,93.2,91.26,92.23,91.26,90.29,91.26,91.26,92.23,90.29,92.23,91.26,103
80,100.0,100.0,100.0,100.0,66.67,100.0,100.0,100.0,100.0,100.0,66.67,3
81,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,36
82,100.0,100.0,100.0,100.0,100.0,100.0,85.71,100.0,100.0,85.71,100.0,7
83,93.59,93.59,94.87,93.59,93.59,92.31,89.74,89.74,91.03,92.31,91.03,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,4
85,55.56,55.56,55.56,77.78,66.67,55.56,66.67,55.56,66.67,33.33,44.44,9
86,92.13,91.57,92.7,92.7,91.01,92.13,92.13,93.82,91.57,91.57,90.45,178
87,84.81,84.18,83.54,79.11,82.28,82.28,75.95,78.48,74.05,74.68,75.32,158
88,82.14,82.14,78.57,78.57,71.43,75.0,78.57,67.86,71.43,67.86,75.0,28
89,87.5,100.0,87.5,75.0,75.0,87.5,87.5,75.0,87.5,87.5,100.0,8
90,98.22,98.06,98.38,98.06,98.06,97.73,98.06,96.76,97.9,97.41,97.41,618
91,91.53,91.53,91.53,91.53,91.53,91.53,91.53,89.83,91.53,89.83,88.14,59
92,25.0,16.67,16.67,25.0,16.67,16.67,16.67,25.0,16.67,25.0,16.67,12
93,82.76,72.41,74.14,75.86,72.41,65.52,63.79,60.34,51.72,60.34,60.34,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,28.57,28.57,28.57,28.57,28.57,28.57,28.57,14.29,0.0,28.57,0.0,7
97,80.95,82.54,80.95,82.54,82.54,82.54,82.54,82.54,84.13,84.13,84.13,63
98,66.67,66.67,100.0,33.33,66.67,33.33,66.67,33.33,66.67,33.33,66.67,3
99,84.21,84.21,84.21,84.21,84.21,89.47,84.21,84.21,84.21,84.21,89.47,19
100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.33,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5
102,96.0,96.0,96.0,96.0,96.0,96.0,96.0,92.0,96.0,92.0,92.0,25
