Epochs,Resolution,Class,Class_Acuracy,Total_in_Class
5,82,9,66.67,3
5,82,151,0.0,1
5,82,25,0.0,3
5,82,140,16.67,6
5,82,143,0.0,2
5,82,149,0.0,2
5,82,132,0.0,3
5,82,43,100.0,2
5,82,116,0.0,1
5,82,44,0.0,2
5,82,103,0.0,1
5,82,130,0.0,2
5,82,77,0.0,2
5,82,119,0.0,2
5,82,55,0.0,1
6,82,31,97.7,435
6,82,54,98.92,554
6,82,41,95.26,232
6,82,84,99.05,211
6,82,65,96.39,471
6,82,138,67.78,180
6,82,163,73.33,15
6,82,21,97.96,196
6,82,53,98.89,361
6,82,23,97.17,424
6,82,34,97.67,430
6,82,67,96.05,430
6,82,58,92.57,673
6,82,82,97.71,131
6,82,20,96.02,477
6,82,49,93.75,160
6,82,56,84.06,69
6,82,159,74.6,63
6,82,12,96.32,163
6,82,72,98.61,72
6,82,16,96.13,310
6,82,64,66.67,12
6,82,79,97.66,385
6,82,32,99.26,136
6,82,148,98.53,68
6,82,89,93.51,185
6,82,124,100.0,27
6,82,111,90.0,50
6,82,86,98.87,533
6,82,0,98.78,164
6,82,36,95.68,185
6,82,40,96.77,217
6,82,6,93.33,45
6,82,70,99.24,132
6,82,7,96.51,86
6,82,35,95.75,400
6,82,92,92.96,71
6,82,108,94.89,450
6,82,60,87.93,323
6,82,90,92.86,126
6,82,61,97.87,470
6,82,104,59.46,111
6,82,15,91.62,167
6,82,87,98.04,102
6,82,47,80.56,36
6,82,139,79.44,248
6,82,71,97.56,123
6,82,147,76.04,96
6,82,62,98.38,619
6,82,17,88.78,98
6,82,134,25.0,4
6,82,158,77.08,48
6,82,11,91.89,37
6,82,8,16.67,6
6,82,85,95.28,127
6,82,75,88.89,9
6,82,81,93.33,15
6,82,122,88.89,9
6,82,105,92.31,117
6,82,142,82.93,41
6,82,66,76.47,17
6,82,99,87.32,71
6,82,113,0.0,4
6,82,73,94.22,173
6,82,3,85.71,7
6,82,50,87.5,56
6,82,22,87.1,31
6,82,160,84.38,32
6,82,76,83.18,107
6,82,157,40.0,10
6,82,63,73.91,23
6,82,88,87.5,16
6,82,146,67.74,31
6,82,38,100.0,19
6,82,135,62.5,8
6,82,161,70.0,20
6,82,125,100.0,19
6,82,109,50.0,14
6,82,51,91.67,36
6,82,83,96.83,63
6,82,69,97.33,75
6,82,145,90.62,32
6,82,162,50.0,24
6,82,118,92.19,64
6,82,19,100.0,15
6,82,24,70.59,17
6,82,39,89.66,29
6,82,154,91.67,24
6,82,59,84.75,59
6,82,102,57.14,7
6,82,106,76.19,21
6,82,46,80.77,26
6,82,80,86.21,29
6,82,130,0.0,2
6,82,2,89.19,37
6,82,37,23.08,13
6,82,42,50.0,6
6,82,94,100.0,28
6,82,107,33.33,6
6,82,27,81.25,16
6,82,18,100.0,7
6,82,119,0.0,2
6,82,26,66.67,18
6,82,68,100.0,9
6,82,98,100.0,3
6,82,1,86.84,38
6,82,29,76.47,17
6,82,52,71.43,7
6,82,141,20.0,5
6,82,110,76.92,13
6,82,127,100.0,19
6,82,150,70.0,20
6,82,126,100.0,4
6,82,5,71.43,7
6,82,30,100.0,3
6,82,25,0.0,3
6,82,112,25.0,4
6,82,121,82.61,23
6,82,129,16.67,6
6,82,4,62.5,8
6,82,123,75.0,8
6,82,91,0.0,1
6,82,101,0.0,2
6,82,115,33.33,6
6,82,140,16.67,6
6,82,97,0.0,2
6,82,131,100.0,8
6,82,96,66.67,6
6,82,57,0.0,1
6,82,137,33.33,3
6,82,100,0.0,4
6,82,117,0.0,2
6,82,144,33.33,3
6,82,93,100.0,4
6,82,152,0.0,2
6,82,74,72.73,11
6,82,77,0.0,2
6,82,132,33.33,3
6,82,133,0.0,2
6,82,143,0.0,2
6,82,116,0.0,1
6,82,153,0.0,1
6,82,149,0.0,2
6,82,128,0.0,2
6,82,55,0.0,1
6,82,95,66.67,3
6,82,43,100.0,2
6,82,14,0.0,3
6,82,136,66.67,3
6,82,156,0.0,3
6,82,9,66.67,3
6,82,13,50.0,4
6,82,151,0.0,1
6,82,44,0.0,2
6,82,28,0.0,2
6,82,78,0.0,1
6,82,120,0.0,3
6,82,45,50.0,2
6,82,155,0.0,1
6,82,103,0.0,1
7,82,89,89.19,185
7,82,20,98.53,477
7,82,73,89.02,173
7,82,34,98.14,430
7,82,62,98.71,619
7,82,15,96.41,167
7,82,79,96.88,385
7,82,86,95.87,533
7,82,61,95.32,470
7,82,23,98.11,424
7,82,50,87.5,56
7,82,60,91.95,323
7,82,71,95.93,123
7,82,65,93.84,471
7,82,98,66.67,3
7,82,84,98.58,211
7,82,105,94.87,117
7,82,17,95.92,98
7,82,108,96.22,450
7,82,58,97.18,673
7,82,76,84.11,107
7,82,148,95.59,68
7,82,56,84.06,69
7,82,158,56.25,48
7,82,54,99.64,554
7,82,16,96.45,310
7,82,12,95.09,163
7,82,22,87.1,31
7,82,87,98.04,102
7,82,32,98.53,136
7,82,118,87.5,64
7,82,53,98.61,361
7,82,47,75.0,36
7,82,67,90.93,430
7,82,70,97.73,132
7,82,122,44.44,9
7,82,35,93.5,400
7,82,21,96.43,196
7,82,49,94.38,160
7,82,0,95.73,164
7,82,142,87.8,41
7,82,85,97.64,127
7,82,69,97.33,75
7,82,90,94.44,126
7,82,40,97.7,217
7,82,159,79.37,63
7,82,125,84.21,19
7,82,99,90.14,71
7,82,92,92.96,71
7,82,139,83.47,248
7,82,147,78.12,96
7,82,39,86.21,29
7,82,7,91.86,86
7,82,36,94.05,185
7,82,111,90.0,50
7,82,3,71.43,7
7,82,72,95.83,72
7,82,27,81.25,16
7,82,81,40.0,15
7,82,41,93.97,232
7,82,88,81.25,16
7,82,1,92.11,38
7,82,127,89.47,19
7,82,31,93.1,435
7,82,59,91.53,59
7,82,138,63.33,180
7,82,160,75.0,32
7,82,109,21.43,14
7,82,38,100.0,19
7,82,46,76.92,26
7,82,94,82.14,28
7,82,110,76.92,13
7,82,82,96.18,131
7,82,30,100.0,3
7,82,154,95.83,24
7,82,104,51.35,111
7,82,120,0.0,3
7,82,8,33.33,6
7,82,121,95.65,23
7,82,66,23.53,17
7,82,63,56.52,23
7,82,124,100.0,27
7,82,146,29.03,31
7,82,80,72.41,29
7,82,51,86.11,36
7,82,102,57.14,7
7,82,135,0.0,8
7,82,115,50.0,6
7,82,145,71.88,32
7,82,11,91.89,37
7,82,143,0.0,2
7,82,45,50.0,2
7,82,4,62.5,8
7,82,2,83.78,37
7,82,14,0.0,3
7,82,106,80.95,21
7,82,163,66.67,15
7,82,144,0.0,3
7,82,42,33.33,6
7,82,74,9.09,11
7,82,24,64.71,17
7,82,137,33.33,3
7,82,75,88.89,9
7,82,83,98.41,63
7,82,52,85.71,7
7,82,119,0.0,2
7,82,55,0.0,1
7,82,6,95.56,45
7,82,37,38.46,13
7,82,131,100.0,8
7,82,162,50.0,24
7,82,26,83.33,18
7,82,150,35.0,20
7,82,107,66.67,6
7,82,18,85.71,7
7,82,141,0.0,5
7,82,68,100.0,9
7,82,29,47.06,17
7,82,95,66.67,3
7,82,129,50.0,6
7,82,28,0.0,2
7,82,93,75.0,4
7,82,133,0.0,2
7,82,117,0.0,2
7,82,123,75.0,8
7,82,64,83.33,12
7,82,126,100.0,4
7,82,153,0.0,1
7,82,130,0.0,2
7,82,91,0.0,1
7,82,140,16.67,6
7,82,103,0.0,1
7,82,157,30.0,10
7,82,113,0.0,4
7,82,5,100.0,7
7,82,132,33.33,3
7,82,19,93.33,15
7,82,161,60.0,20
7,82,151,0.0,1
7,82,13,25.0,4
7,82,96,100.0,6
7,82,136,33.33,3
7,82,25,0.0,3
7,82,149,0.0,2
7,82,78,0.0,1
7,82,128,0.0,2
7,82,112,25.0,4
7,82,77,50.0,2
7,82,57,0.0,1
7,82,101,0.0,2
7,82,134,25.0,4
7,82,100,0.0,4
7,82,43,100.0,2
7,82,156,66.67,3
7,82,9,66.67,3
7,82,97,100.0,2
7,82,152,0.0,2
7,82,155,0.0,1
7,82,44,0.0,2
7,82,116,0.0,1
8,82,12,95.71,163
8,82,31,98.39,435
8,82,86,96.62,533
8,82,60,90.09,323
8,82,142,80.49,41
8,82,62,99.03,619
8,82,108,95.78,450
8,82,7,97.67,86
8,82,20,97.48,477
8,82,53,99.45,361
8,82,36,95.68,185
8,82,32,98.53,136
8,82,65,94.06,471
8,82,90,93.65,126
8,82,139,85.89,248
8,82,21,92.86,196
8,82,58,95.99,673
8,82,80,75.86,29
8,82,54,99.28,554
8,82,138,70.56,180
8,82,66,52.94,17
8,82,70,98.48,132
8,82,83,100.0,63
8,82,96,50.0,6
8,82,35,95.25,400
8,82,15,83.23,167
8,82,56,85.51,69
8,82,23,98.35,424
8,82,41,93.97,232
8,82,22,93.55,31
8,82,85,97.64,127
8,82,2,86.49,37
8,82,34,98.6,430
8,82,88,68.75,16
8,82,73,80.35,173
8,82,61,97.23,470
8,82,82,93.89,131
8,82,46,80.77,26
8,82,69,98.67,75
8,82,89,94.05,185
8,82,16,97.1,310
